Link,Volume Text
16.099 new on WWW: Ubiquity 3.19; Subject Index; CIT Infobits
Humanist Discussion Group (by way of Willard McCarty  (Thu Jun 27 2002 - 07:04:32 EDT)
16.100 conferences
Humanist Discussion Group (by way of Willard McCarty\  (Sat Jun 29 2002 - 02:34:36 EDT)
16.101 non-verbal thought
Humanist Discussion Group (by way of Willard McCarty\  (Sat Jun 29 2002 - 02:35:12 EDT)
16.102 call for input on digital rights management
Humanist Discussion Group (by way of Willard McCarty  (Mon Jul 01 2002 - 01:42:42 EDT)
16.103 e-mail attachments
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:48:48 EDT)
16.104 conference on TEXT, SPEECH and DIALOGUE
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:49:45 EDT)
16.105 encoding questions
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:50:05 EDT)
16.106 Old High German corpus?
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:50:37 EDT)
16.107 digital rights management: who's who
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:53:16 EDT)
16.108 non-verbal thought
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:53:53 EDT)
16.109 new on WWW: Technology Source 7-8/02
Humanist Discussion Group (by way of Willard McCarty  (Tue Jul 02 2002 - 01:54:37 EDT)
16.110 CATaC conference: The Net(s) of Power: Language, Culture and Technology
Humanist Discussion Group (by way of Willard McCarty  (Thu Jul 04 2002 - 02:25:26 EDT)
16.111 Old High German corpora
Humanist Discussion Group (by way of Willard McCarty  (Thu Jul 04 2002 - 02:26:07 EDT)
16.113 publication & recognition of software & systems?
Humanist Discussion Group (by way of Willard McCarty  (Thu Jul 04 2002 - 03:22:12 EDT)
16.114 humanities computing in Italy
Humanist Discussion Group (by way of Willard McCarty  (Fri Jul 05 2002 - 01:45:08 EDT)
16.115 TEI training: request for proposals
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 06 2002 - 02:40:19 EDT)
16.116 postgrad funding: Trinity College Dublin, De Montfort
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 06 2002 - 02:41:08 EDT)
16.117 call for papers: advances in NLP
Humanist Discussion Group (by way of Willard McCarty  (Wed Jul 10 2002 - 03:46:27 EDT)
16.118 online things and events
Humanist Discussion Group (by way of Willard McCarty  (Wed Jul 10 2002 - 03:47:04 EDT)
16.119 Museum Computer Network conference, Toronto, 9/02
Humanist Discussion Group (by way of Willard McCarty  (Thu Jul 11 2002 - 02:51:14 EDT)
16.120 new on WWW: history site
Humanist Discussion Group (by way of Willard McCarty  (Thu Jul 11 2002 - 02:51:49 EDT)
16.121 Bamberg Apocalypse on CD-ROM
Humanist Discussion Group (by way of Willard McCarty  (Fri Jul 12 2002 - 01:16:14 EDT)
16.122 NEH application deadlines
Humanist Discussion Group (by way of Willard McCarty  (Fri Jul 12 2002 - 01:16:43 EDT)
16.123 new book on interdisciplinary software practice
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 13 2002 - 03:27:14 EDT)
16.124 new MA programmes, Vrije Universiteit (Amsterdam)
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 13 2002 - 03:28:33 EDT)
16.125 hearing on digital rights management (US Congress)
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 13 2002 - 03:29:55 EDT)
16.126 how troubling the Dialogues of Hume could be
Humanist Discussion Group (by way of Willard McCarty  (Sat Jul 13 2002 - 03:35:23 EDT)
16.127 problems in translation
Humanist Discussion Group (by way of Willard McCarty  (Mon Jul 15 2002 - 02:25:19 EDT)
16.128 Mapping Humanites Computing
David Gants (Fri Jul 19 2002 - 11:33:05 EDT)
16.128 mapping humanities computing at ALLC/ACH and after
Humanist Discussion Group (by way of Willard McCarty  (Mon Jul 15 2002 - 02:27:17 EDT)
16.129 ""digital rights management""
Humanist Discussion Group (by way of Willard McCarty  (Mon Jul 15 2002 - 02:27:52 EDT)
16.130 change of wizards
Humanist Discussion Group (by way of Willard McCarty  (Mon Jul 15 2002 - 02:56:48 EDT)
16.132 Copyright Town Meeting
David Gants (Fri Jul 19 2002 - 11:33:27 EDT)
16.133 Varia
David Gants (Fri Jul 19 2002 - 11:33:20 EDT)
16.135 conference announcements
Humanist Discussion Group (Fri Aug 02 2002 - 12:21:54 EDT)
16.136 restricted code
Humanist Discussion Group (Fri Aug 02 2002 - 12:20:13 EDT)
16.137 varia
Humanist Discussion Group (Fri Aug 02 2002 - 12:18:43 EDT)
16.138 Endangered Languages Documentation Programme
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:32:51 EDT)
16.139 workshop on ms transcription; online course in aesthetics
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:33:41 EDT)
16.140 jobs in Copenhagen: computer games & digital aesthetics
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:34:22 EDT)
16.141 The War of the Apostrophe
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:34:52 EDT)
16.142 visualizing and knowing
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:36:27 EDT)
16.143 new on WWW: CIT Infobits; Ubiquity 3.23
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 05 2002 - 04:37:01 EDT)
16.144 new search interface
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 07 2002 - 03:44:06 EDT)
16.145 conferences, workshop
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 07 2002 - 03:44:41 EDT)
16.146 visualizing and knowing
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 07 2002 - 03:45:15 EDT)
16.147 new on WWW: Ubiquity 3.25
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 07 2002 - 03:45:56 EDT)
16.148 digital copyright case
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 10 2002 - 05:11:58 EDT)
16.149 COLING-2002 4th call
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 10 2002 - 05:12:35 EDT)
16.150 new book: historian confronts technological change
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 10 2002 - 05:14:14 EDT)
16.151 e-print archiving
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 10 2002 - 05:15:02 EDT)
16.152 new books from Kluwer
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 13 2002 - 02:11:10 EDT)
16.153 call for referees & mentors: young scholars in LLC
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 13 2002 - 02:12:52 EDT)
16.154 e-print archiving
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 13 2002 - 02:15:02 EDT)
16.155 events
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 13 2002 - 02:13:28 EDT)
16.156 new on WWW: Scholarly E-Pub bibliography; JoDI 3.1
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 13 2002 - 02:14:32 EDT)
16.157 publications: commercial and individual notices
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 14 2002 - 05:33:12 EDT)
16.158 new on WWW: Ubiquity 3.26
Humanist Discussion Group (by way of Willard McCarty  (Wed Aug 14 2002 - 05:36:47 EDT)
16.159 commercial & individual notices of publication
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 15 2002 - 02:01:18 EDT)
16.160 School for Scanning; Visual Representations conference
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 15 2002 - 02:03:09 EDT)
16.161 commercial & individual notices of publication
Humanist Discussion Group (by way of Willard McCarty  (Fri Aug 16 2002 - 11:07:14 EDT)
16.162 new book on digitization and work
Humanist Discussion Group (by way of Willard McCarty  (Sun Aug 18 2002 - 13:47:53 EDT)
16.163 cultural heritage standards
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 19 2002 - 11:30:38 EDT)
16.164 commercial & individual notices of publication
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 19 2002 - 11:31:12 EDT)
16.165 conference
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 19 2002 - 11:31:34 EDT)
16.166 embodiment
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 20 2002 - 10:07:30 EDT)
16.167 commercial & individual notices of publication
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 20 2002 - 10:07:49 EDT)
16.168 NLP/XML conference
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 20 2002 - 10:08:58 EDT)
16.169 online workshop: The Shrinking Public Domain
Humanist Discussion Group (by way of Willard McCarty  (Tue Aug 20 2002 - 10:10:22 EDT)
16.170 commercial & individual notices of publication
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 22 2002 - 10:05:27 EDT)
16.171 events: Technology at the Zoo; Forum on Metadata
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 22 2002 - 10:06:29 EDT)
16.172 embodiment
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 22 2002 - 10:07:40 EDT)
16.173 medieval stylometrics? good scholarly work?
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 22 2002 - 10:08:35 EDT)
16.174 new on WWW: Digital Humanities Computing Seminar report
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 22 2002 - 10:09:07 EDT)
16.175 Internet Society on Digital Rights Management
Humanist Discussion Group (by way of Willard McCarty  (Fri Aug 23 2002 - 09:52:28 EDT)
16.176 commerce and research
Humanist Discussion Group (by way of Willard McCarty  (Fri Aug 23 2002 - 09:53:00 EDT)
16.177 embodiment, or The Ballad of Hans Moravec
Humanist Discussion Group (by way of Willard McCarty  (Fri Aug 23 2002 - 09:53:48 EDT)
16.178 medieval studies conference
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 24 2002 - 11:24:11 EDT)
16.179 new approach to overlapping hierarchies
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 24 2002 - 11:24:53 EDT)
16.180 gatekeeping & its perils
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 24 2002 - 11:25:36 EDT)
16.181 conference: CICLing 2003
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 26 2002 - 11:15:50 EDT)
16.182 a garden enclosed, no garden otherwise
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 26 2002 - 11:19:05 EDT)
16.183 new on WWW: presentation on the ""eclectic journal""
Humanist Discussion Group (by way of Willard McCarty  (Mon Aug 26 2002 - 11:14:46 EDT)
16.184 call for articles: ""Online Lives""
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 29 2002 - 10:51:57 EDT)
16.185 a garden enclosed
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 29 2002 - 10:52:48 EDT)
16.186 TEI training session at Members' meeting
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 29 2002 - 10:53:34 EDT)
16.187 new on WWW: Techne on Borgmann
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 29 2002 - 10:54:35 EDT)
16.188 (concept, topic &al.) mapping?
Humanist Discussion Group (by way of Willard McCarty  (Thu Aug 29 2002 - 11:23:54 EDT)
16.189 new Kluwer books
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 31 2002 - 14:52:28 EDT)
16.190 conferences
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 31 2002 - 14:51:51 EDT)
16.191 mapping
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 31 2002 - 14:53:00 EDT)
16.192 new on WWW: CIT Infobits
Humanist Discussion Group (by way of Willard McCarty  (Sat Aug 31 2002 - 14:53:33 EDT)
16.193 conference, workshop
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 04 2002 - 14:35:19 EDT)
16.194 new journal on computational linguistics?
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 04 2002 - 14:36:05 EDT)
16.195 new on WWW: ALLC/ACH pictures & videos; Ubiquity 3.29
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 04 2002 - 14:37:00 EDT)
16.196 acknowledged self-archiving
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 04 2002 - 14:37:38 EDT)
16.197 new on WWW: The Technology Source 9-10/02
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 04 2002 - 14:38:36 EDT)
16.198 conference; meeting
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 06 2002 - 10:07:20 EDT)
16.199 tenure-track job at Brown
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 06 2002 - 10:08:14 EDT)
16.200 CFP: Economics of Digital Libraries
Humanist Discussion Group (by way of Willard McCarty  (Tue Sep 10 2002 - 10:48:47 EDT)
16.201 a for-the-first-time residue?
Humanist Discussion Group (by way of Willard McCarty  (Tue Sep 10 2002 - 10:51:28 EDT)
16.202 new on WWW: article on helps to e-publishing
Humanist Discussion Group (by way of Willard McCarty  (Tue Sep 10 2002 - 10:52:35 EDT)
16.203 new on WWW: Review of Biblical Literature
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 11 2002 - 10:08:21 EDT)
16.204 doing and talking
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 13 2002 - 11:05:23 EDT)
16.205 ELRA news
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 13 2002 - 11:05:57 EDT)
16.206 conference
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 13 2002 - 11:06:41 EDT)
16.207 residue
Humanist Discussion Group (by way of Willard McCarty  (Fri Sep 13 2002 - 11:07:23 EDT)
16.208 calls for journal & conference papers
Humanist Discussion Group (by way of Willard McCarty  (Sun Sep 15 2002 - 10:45:31 EDT)
16.209 residue
Humanist Discussion Group (by way of Willard McCarty  (Sun Sep 15 2002 - 10:46:16 EDT)
16.210 call for book proposals
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 18 2002 - 10:43:33 EDT)
16.211 residue
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 18 2002 - 10:43:56 EDT)
16.212 new (but not so new) on WWW
Humanist Discussion Group (by way of Willard McCarty  (Wed Sep 18 2002 - 10:47:38 EDT)
16.217 new Kluwer books
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 23 2002 - 14:26:56 EDT)
16.218 conferences
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 23 2002 - 14:27:40 EDT)
16.219 job at Kentucky
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 23 2002 - 14:28:37 EDT)
16.220 theory vs practice?
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 23 2002 - 14:29:16 EDT)
16.221 the brief silence
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 23 2002 - 14:30:56 EDT)
16.222 critique of words about silence
Humanist Discussion Group (by way of Willard McCarty  (Tue Sep 24 2002 - 01:38:19 EDT)
16.223 new on WWW: 4 studies on preservation & cultural heritage
Humanist Discussion Group (by way of Willard McCarty  (Tue Sep 24 2002 - 01:38:57 EDT)
16.224 courses, workshops, symposium
Humanist Discussion Group (by way of Willard McCarty  (Thu Sep 26 2002 - 02:13:23 EDT)
16.225 theory vs practice
Humanist Discussion Group (by way of Willard McCarty  (Thu Sep 26 2002 - 02:14:06 EDT)
16.226 new on WWW: Ubiquity 3.32; Humbul's RSS Channels
Humanist Discussion Group (by way of Willard McCarty  (Thu Sep 26 2002 - 02:15:08 EDT)
16.227 ACH/ALLC 2003 conference
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 30 2002 - 01:21:24 EDT)
16.228 new Kluwer book
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 30 2002 - 01:22:05 EDT)
16.229 free e-books, e-records
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 30 2002 - 01:31:22 EDT)
16.230 call for papers: The Multilingual Internet
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 30 2002 - 01:31:52 EDT)
16.231 why the #? theory vs practice
Humanist Discussion Group (by way of Willard McCarty  (Mon Sep 30 2002 - 01:32:59 EDT)
16.232 MacArthur Fellowship recognizes Internet publisher
Humanist Discussion Group (by way of Willard McCarty  (Tue Oct 01 2002 - 02:24:28 EDT)
16.233 free e-books
Humanist Discussion Group (by way of Willard McCarty  (Tue Oct 01 2002 - 02:25:05 EDT)
16.234 theory/practice -- & the meaning of ""application""?
Humanist Discussion Group (by way of Willard McCarty  (Tue Oct 01 2002 - 02:26:59 EDT)
16.235 free e-books; new Kluwer book
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 05:27:31 EDT)
16.236 conference on editing scientific texts
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 05:26:30 EDT)
16.237 live Webcast of McGann's lecture on ""Textonics""
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 05:04:45 EDT)
16.238 jobs at ELDA
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 05:05:16 EDT)
16.239 styles of publication
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 05:05:51 EDT)
16.240 new on WWW: CIT Infobits; Ubiquity
Humanist Discussion Group (by way of Willard McCarty  (Wed Oct 02 2002 - 06:18:56 EDT)
16.241styles of publication
Humanist Discussion Group (by way of Willard McCarty  (Thu Oct 03 2002 - 01:46:20 EDT)
16.242 why the #
Humanist Discussion Group (by way of Willard McCarty  (Thu Oct 03 2002 - 01:47:05 EDT)
16.243 why the #
Humanist Discussion Group (by way of Willard McCarty  (Fri Oct 04 2002 - 01:27:01 EDT)
16.244 styles of publication
Humanist Discussion Group (by way of Willard McCarty  (Fri Oct 04 2002 - 01:27:30 EDT)
16.245 new on WWW: EMLS 9/02
Humanist Discussion Group (by way of Willard McCarty  (Fri Oct 04 2002 - 01:28:13 EDT)
16.246 job at UCLA
Humanist Discussion Group (by way of Willard McCarty  (Sat Oct 05 2002 - 02:36:43 EDT)
16.247 styles of publication
Humanist Discussion Group (by way of Willard McCarty  (Sat Oct 05 2002 - 02:37:15 EDT)
